transcript,VHmode,Hmode,Nmode,Lmode
AT1G15520.2,285;540;559;753;957;1017;1126;1284;1360;2833;3730,383;419;691;699;1029;1108;1188;1378;1441;1497;1542;1548;1570;1788;2063;2106;2130;2133;2317;2466;2678;2683;2735;2740;2772;2776;3023;3047;3076;3204;3459;3521;3533;3688;3746;4076;4148;4349,348;349;356;673;853;1079;1139;1411;1626;1742;1758;1806;1973;2041;2279;2312;2415;2421;2960;3041;3051;3062;3092;3114;3122;3177;3305;3340;3456;3612;3706;3721;3722;4073;4206;4279;4292;4298,162;443;686;1105;1132;1178;1372;1492;1499;1571;1579;1836;1947;2004;2172;2324;2574;2580;2736;2751;2955;3332;3428;3762;3870;3956;4025;4227
AT1G15530.1,16;25;830;1211;1378;1408;1501;1569;1622;1782;1946,10;19;31;890;905;1073;1189;1492;1509;1544;1691;1767;1924,22;213;336;555;620;639;697;743;759;813;911;1070;1381;1400;1534;1536;1586;1594;1610;1616;1689;1763;1832;1861;1919;1934;1958,342;579;806;824;1011;1036;1106;1128;1273;1363;1435;1571;1588;1589;1613;1678;1711;1760;1793;1896;1943
AT1G15540.1,296;879,11;248;356;813;827;834;851;1068,187;299;366;390;444;469;533;693;736;809;954;1037;1058,38;195;221;249;274;357;361;445;538;544;614;960;993;997
AT1G15540.2,236;819,188;296;753;767;774;791;1008,127;239;306;330;384;409;473;633;676;749;894;977;998,135;161;189;214;297;301;385;478;484;554;900;933;937
AT1G15540.3,330;913,282;390;847;861;868;885;1102,221;333;400;424;478;503;567;727;770;843;988;1071;1092,134;229;255;283;308;391;395;479;572;578;648;994;1027;1031
AT1G15540.4,182;765,134;242;699;713;720;737;954,73;185;252;276;330;355;419;579;622;695;840;923;944,81;107;135;160;243;247;331;424;430;500;846;879;883
AT1G15550.1,860;887,297;525;580;620;633;797,8;261;352;374;419;462;614;639;702;774;837;936;942;1062;1136;1157;1262,87;346;420;422;423;538;636;733;840;861;937;941;949;1138;1186;1222
AT1G15560.1,NA,NA,NA,NA
AT1G15570.1,187;320;609;727;1637;1943,235;564;593;627;1010;1659,238;265;374;491;509;513;669;702;883;1031;1150;1341;1485;1653,275;477;518;595;599;947;970;1492;1526;1871
AT1G15580.1,710,42;86;144;209;288,183;252;696,65;179;210;227;450;487;723
AT1G15590.2,NA,37;83;328,41;164;229;386;466;555,248;368;484
AT1G15590.1,NA,6;251,87;152;309;389;478;586;620;674,171;291;407
AT1G15600.1,548;710;961;977,9;630,21;51;261;292;315;321;386;730;804;1068,90;173;301;375;497;696;962
AT1G15610.2,33,125;176;224;265;477;691;721;954,88;585;690;777;932;936,24;512;815
AT1G15610.1,NA,45;96;144;185;397;562;638;668,8;505;637;724,432;762
AT1G15620.1,666,13;51;154;202;345,37;83;103;303;446;496;554;860,
AT1G15625.1,451,728;939,91;442;509;530,201
AT1G15630.1,351;916,389;766;876,167;255;336;604;632;770;841,277;626;716;993
AT1G15640.2,115,201;254;542;672;883;886;889;968,149;202;725;818;1181;1224,590;832;1040
AT1G15640.1,115,201;254;542;672;784;787;790;869,149;202;1082;1125,590;733;941
AT1G15660.1,265;397;1049;1538;1606;1610,213;401;472;849;934;970;1554;1557;1794;1938;2205;2468;2563,175;176;203;625;639;679;773;882;1232;1389;1765;1807;1918;1928;1973,214;388;391;473;635;691;876;1358;1675;1682;1753;1759;1826;2061;2173;2333
AT1G15670.1,452;543;745;760;861,270;273;539;561;688;779;818;855;903;954;1087;1136;1214,174;250;609;611;614;636;696;780;786;1126;1326,321;352;354;520;623;627;814;833;980;1099;1133
AT1G15680.1,74;86;254;889;983;1020,222;227;270;295;321;424;479;605;723;731;806;880;922;1034;1148,129;357;411;599;694;769;1091,39;43;59;243;351;507;772;931
AT1G15690.1,1748;1889;1936,197;217;224;455;725;814;858;878;953;966;1408;1442;1694;2032;2267;2274;2297;2354;2557;2638,177;248;321;341;537;611;713;746;797;924;1350;1447;1532;1554;1839;2053;2268;2329;2357;2435,28;129;211;212;323;363;650;773;914;968;1079;1411;1862;2028;2066;2322;2339;2370;2382;2404;2511
AT1G15690.2,1684;1825;1872,133;153;160;391;661;750;794;814;889;902;1344;1378;1630;1968;2109;2190,113;184;257;277;473;547;649;682;733;860;1286;1383;1468;1490;1775;1989;2397,65;147;148;259;299;586;709;850;904;1015;1347;1798;1964;2002;2063
AT1G15700.1,274;289,292;461;895;1108;1129;1162;1168,57;88;211;295;858;945;1014;1138;1149,268;534;839;883;1009;1042;1125
AT1G15710.1,NA,28;72;265;292,231;350;398;576;585;618;936;972;1076;1274;1297;1330;1581;1648;1665;1685,294;677;907;966;1032;1646
AT1G15720.1,645;924;988;1238;1314,21;65;78;420;487;556;652;1122;1153;1387,16;128;199;255;293;388;440;828;954;997;1044;1365;1410,62;76;139;391;405;477;506;509;567;865;873;1021;1138;1156
AT1G15730.1,412;447;522;540;1230,206;534;568;808;822;1048;1212;1223;1297;1399;1412,111;455;464;666;908;928;933;944;948;967;1186;1195;1232;1411;1462,44;114;261;387;406;525;675;708;737;884;905;1103;1109
AT1G15740.1,700;774;847;1012;1188,194;381;485;495;1137;1350;1880;2079,113;261;309;355;373;717;921;957;1074;1278;1285;1374;1523;1873;1938;2084;2102,546;599;605;625;645;840;928;1047;1068;1091;1392;1425;1742;1785;1792;2080
AT1G15750.3,751;778;958;1011;1180;1644;1860;2101;2420;2593;2892;2923;3758,831;1044;1127;1129;1202;1212;1300;1306;1339;1457;1488;1492;1565;1729;1976;1998;2012;2193;2209;2252;2344;2411;2428;2459;2470;2480;2506;2590;2596;2599;2854;2895;2952;3316;3368;3520;3636;3820;3827,411;735;905;1018;1071;1115;1204;1206;1208;1228;1336;1560;1580;1841;2170;2260;2381;2526;2587;2860;3109;3133;3360;3644;3835;3844;3868,292;522;873;916;922;1034;1442;1510;1546;1640;1694;1732;1778;1978;2151;2153;2476;2602;2676;2742;2771;2836;2926;2946;3010;3062;3601;3639;3645;3832;3839
AT1G15750.1,645;672;852;905;1074;1538;1754;1995;2314;2487;2786;2817;3652,725;938;1021;1023;1096;1106;1194;1200;1233;1351;1382;1386;1459;1623;1870;1892;1906;2087;2103;2146;2238;2305;2322;2353;2364;2374;2400;2484;2490;2493;2748;2789;2846;3210;3262;3414;3530;3714;3721,629;799;912;965;1009;1098;1100;1102;1122;1230;1454;1474;1735;2064;2154;2275;2420;2481;2754;3003;3027;3254;3538;3729;3738;3762,293;416;767;810;816;928;1336;1404;1440;1534;1588;1626;1672;1872;2045;2047;2370;2496;2570;2636;2665;2730;2820;2840;2904;2956;3495;3533;3539;3726;3733
AT1G15750.4,485;512;692;745;914;1378;1594;1835;2154;2327;2626;2657;3492,565;778;861;863;936;946;1034;1040;1073;1191;1222;1226;1299;1463;1710;1732;1746;1927;1943;1986;2078;2145;2162;2193;2204;2214;2240;2324;2330;2333;2588;2629;2686;3050;3102;3254;3370;3554;3561,469;639;752;805;849;938;940;942;962;1070;1294;1314;1575;1904;1994;2115;2260;2321;2594;2843;2867;3094;3378;3569;3578;3602,256;607;650;656;768;1176;1244;1280;1374;1428;1466;1512;1712;1885;1887;2210;2336;2410;2476;2505;2570;2660;2680;2744;2796;3335;3373;3379;3566;3573
AT1G15750.2,555;582;762;815;984;1448;1664;1905;2224;2397;2696;2727;3562,635;848;931;933;1006;1016;1104;1110;1143;1261;1292;1296;1369;1533;1780;1802;1816;1997;2013;2056;2148;2215;2232;2263;2274;2284;2310;2394;2400;2403;2658;2699;2756;3120;3172;3324;3440;3624;3631,539;709;822;875;919;1008;1010;1012;1032;1140;1364;1384;1645;1974;2064;2185;2330;2391;2664;2913;2937;3164;3448;3639;3648;3672,203;326;677;720;726;838;1246;1314;1350;1444;1498;1536;1582;1782;1955;1957;2280;2406;2480;2546;2575;2640;2730;2750;2814;2866;3405;3443;3449;3636;3643
AT1G15757.1,177,8;162,216,
AT1G15760.1,236,543,415;441;458;497;518;571;844;960,123;167;388;427;442;896;922
AT1G15770.1,212;501;758;982,468;475;845;862,13;150;530;567;725;910;1074,136;336;481;661;788;796
AT1G15772.2,357,593;641;664,305;658;811,78;91;396;525;667;726
AT1G15772.1,207,443;491;514,155;508;661,78;91;246;375;517;576
AT1G15772.4,157,393;441;464,458;611,85;98;196;325;467;526
AT1G15772.3,192,428;476;499,493;646,111;124;231;360;502;561
AT1G15780.2,856;898;1249;1402;1729;1894;2350;2470;2477;2932;3759;3767;4362,295;425;600;633;904;913;1354;1377;1583;1605;1668;1748;1752;1758;1777;1843;1908;2053;2218;2282;2326;2344;2458;2465;2592;2620;2888;3267;3623;3823;3962;4278;4348;4393,55;253;336;424;444;728;830;859;889;1405;1438;1544;1552;1622;1702;2327;2335;2471;2617;2885;2977;3023;3182;3300;3495;3820;4035;4258;4341;4356;4420;4422;4499;4849,309;329;442;545;563;864;1001;1243;1330;1483;1486;1492;1498;1549;1732;1950;2027;2250;2296;2320;2353;2479;2508;2573;2593;2627;2628;2636;2983;3017;3046;3271;3512;3566;3626;3894;4252;4358;4747
AT1G15780.1,856;898;1249;1402;1729;1894;2350;2470;2477;2932;3759;3767;4193,295;425;600;633;904;913;1354;1377;1583;1605;1668;1748;1752;1758;1777;1843;1908;2053;2218;2282;2326;2344;2458;2465;2592;2620;2888;3267;3623;3823;3962;4109;4179;4224,55;253;336;424;444;728;830;859;889;1405;1438;1544;1552;1622;1702;2327;2335;2471;2617;2885;2977;3023;3182;3300;3495;3820;4035;4089;4172;4187;4251;4253;4330;4680,309;329;442;545;563;864;1001;1243;1330;1483;1486;1492;1498;1549;1732;1950;2027;2250;2296;2320;2353;2479;2508;2573;2593;2627;2628;2636;2983;3017;3046;3271;3512;3566;3626;3894;4083;4189;4578
AT1G15780.3,788;830;1181;1334;1661;1826;2282;2402;2409;2864;3691;3699;4125,227;357;532;565;836;845;1286;1309;1515;1537;1600;1680;1684;1690;1709;1775;1840;1985;2150;2214;2258;2276;2390;2397;2524;2552;2820;3199;3555;3755;3894;4041;4111;4156,71;268;356;376;660;762;791;821;1337;1370;1476;1484;1554;1634;2259;2267;2403;2549;2817;2909;2955;3114;3232;3427;3752;3967;4021;4104;4119;4183;4185;4262,241;261;374;477;495;796;933;1175;1262;1415;1418;1424;1430;1481;1664;1882;1959;2182;2228;2252;2285;2411;2440;2505;2525;2559;2560;2568;2915;2949;2978;3203;3444;3498;3558;3826;4015;4121;4510
AT1G15790.3,1178;1181,65;733;765;883;919;939,146;158;264;473;530;766;906;1132,151;247;256;367;385;684;866;902;1145
AT1G15790.4,1116;1119,79;821;857;877,317;329;435;644;701;844;1070,322;418;427;538;556;804;840;1083
AT1G15790.1,959;962,79;664;700;720,160;172;278;487;544;687;913,165;261;270;381;399;647;683;926
AT1G15790.2,974;977,79;679;715;735,175;187;293;502;559;702;928,180;276;285;396;414;662;698;941
AT1G15790.5,956;959,58;661;697;717,139;151;257;466;523;684;910,144;240;249;360;378;644;680;923
AT1G15800.1,336;380;438;491;561,230;342;356;386;435;441;468;485;494;558;579;588;630;650;821;851,227;228;443;576;771;1097;1125,478;479;497;563;593;623;651;796;944;1116
AT1G15810.1,27;487;493;1064;1167;1729,41;71;266;281;592;627;630;663;911;917;976;1045;1343,659;716;767;968;970;1395;1405;1414;1429;1470;1637;1701;1707,48;383;673;678;769;828;1039;1076;1256;1287;1435
AT1G15820.1,241;267;297;324;399;530;536;573;728;884,209;215;290;303;421;429;506;566;581;599;865;874;904;941;942;946;990;1114,186;278;294;305;311;353;522;539;561;567;593;678;774;778;850,221;350;437;482;544;600;821;822;837;851;855;1045
AT1G15830.2,105;402;489;687;765;771;792;1221;1389;1461;1464;1560;1605;1645;1659;1681;1761;1767;1780;1809;1848;1867,123;240;267;270;378;432;435;447;513;537;564;653;663;741;744;1202;1250;1272;1391;1425;1496;1512;1521;1524;1538;1572;1583;1608;1617;1668;1688;1698;1745;1800;2137;2289,16;224;281;311;408;446;497;656;776;914;1186;1293;1413;1488;1577;1578;1689;1838;1839;2212,132;183;210;246;357;393;426;480;495;821;866;962;1010;1058;1106;1244;1309;1416;1517;1532;1546;1555;1600;1652;1653;1790;1836;1966
AT1G15830.1,16;103;301;379;385;406;835;1003;1075;1078;1174;1219;1242;1264;1281;1287;1309;1349;1363;1385;1465;1471;1484;1513;1552;1571,46;49;61;127;151;178;267;277;355;358;816;864;886;1005;1039;1110;1126;1135;1138;1152;1186;1197;1222;1236;1276;1312;1321;1372;1392;1402;1449;1504;1841,22;60;111;270;390;528;800;907;1027;1102;1191;1192;1393;1542;1543;1916,7;40;94;109;435;480;576;624;672;720;858;923;1030;1131;1146;1160;1169;1214;1259;1304;1356;1357;1494;1540;1670
AT1G15830.3,186;264;270;291;528;696;768;771;867;912;935;957;974;980;1002;1042;1056;1078;1158;1164;1177;1206;1245;1264,12;36;63;152;162;240;243;509;557;579;698;732;803;819;828;831;845;879;890;915;929;969;1005;1014;1065;1085;1095;1142;1197;1534,155;275;413;493;600;720;795;884;885;1086;1235;1236;1609,320;365;551;616;723;824;839;853;862;907;952;997;1049;1050;1187;1233;1363
AT1G15825.1,NA,126;305,27;391,285;311
AT1G15840.1,193;230;299;317;360;508,131;172;182;212;254;275;333;336;345;348;378;384;411;441;480;492;498;516;519;528;561;586;612;645;666,278;437;489;568;579;610,199;203;251;520;588;592;598;699;834
AT1G15850.1,402,113;128,180;270;286;290;301,177;365
AT1G15860.2,NA,61;370;375;577;653;857,153;585;632;646;721;892;901;914;923;1032,184;196;534;844;1016;1145
AT1G15860.1,NA,61;212;217;419;495;699,427;474;488;563;734;743;756;765;874,376;686;858;987
AT1G15860.3,NA,42;193;198;400;476;707,408;455;469;544;742;751;764;773;882,357;694;866;995
AT1G15870.1,361;883,28;206;243;863,74;229;352;353;553;873,204;597;625;770;939
AT1G15880.1,141;786;980,157;163;311;416;439;470;743;845,30;222;377;592;612;720;848;899;1220;1225;1243,269;307;340;632;981;1227
AT1G15885.1,229,78;237;310,325,70;97;212;213
AT1G15890.1,7;513;591;895;2239,157;198;210;433;760;1165;2035;2066;2291;2504;2662,235;299;320;576;985;1041;1042;1122;1138;1176;1202;1205;1431;1459;1539;1875;2375;2399;2693,9;233;283;293;482;583;785;1070;1624;1804;1830;2098;2131;2205;2233;2314;2357;2358;2565;2619;2667;2675
AT1G15890.2,418;496;800;2144,151;192;204;665;1070;1940;1971;2196;2409;2567,229;293;314;481;890;946;947;1027;1043;1081;1107;1110;1336;1364;1444;1780;2280;2304;2598,227;277;287;387;488;690;975;1529;1709;1735;2003;2036;2110;2138;2219;2262;2263;2470;2524;2572;2580
AT1G15900.1,NA,104;107;271,91;126;268;341,47;239;263;316;337
AT1G15910.1,629;846;1225;1244;1408;1609;1840;1901;2248;2377,119;254;315;369;461;592;667;866;940;1073;1230;1288;1367;1544;1673;1691;1715;1867;1889;1890,224;320;343;365;416;636;670;762;771;782;836;979;1070;1147;1238;1357;1500;1522;1579;1675;1700;1805;1917;2242;2363,282;312;379;717;756;790;811;1084;1453;1808;1930;1933;1969;2302;2480
AT1G15920.2,23;213;661,164;220;251;550;586;745;805;1258;1300;1514,143;707;903;1048;1144;1245;1503,580;582;626;632;700;1007;1129;1143;1545
AT1G15920.1,490,379;415;574;634;1087;1129,536;732;877;973;1074,254;409;411;455;461;529;836;958;972
AT1G15930.2,506;585,185;273;380;398;440;498,32;158;218;260;279;579;593;729;799;824,33;254;257;290;373;539;540;733
AT1G15930.1,557;636,79;196;236;324;431;449;491;549,209;269;311;330;630;644;780;850;875,124;305;308;341;424;590;591;784
AT1G15940.1,507;1140;1424;1545;1980;2494;2699;2706;2724;2750;2801;2834;2841;2892;3249,176;486;606;702;815;1192;1208;1301;1390;1464;1551;1705;1717;1857;1894;2054;2137;2409;2561;2709;2997,174;232;726;757;898;1041;1163;1320;1590;1861;2012;2150;2400;2503;2622;2844;2895;3269;3588,126;140;458;634;703;1023;1042;1045;1242;1332;1436;1467;1713;2303;2304;2436;2718;2936;2938;2946;2960;2991;3011;3048;3174;3227;3463;3466
AT1G15950.1,388;391;502;508;673,17;211;466;478;580;650;661;685;797;859;880;929;952;989;1055;1118;1175,184;371;379;404;410;462;521;560;670;682;726;802;927;995;1049;1334,407;424;463;479;499;509;666;738;853;889;897;1184
AT1G15950.6,331;334;445;451;616,154;409;421;523;593;604;628;740;802;823;872;895,127;314;322;347;353;405;464;503;613;625;669;745;870,350;367;406;422;442;452;609;681;796;832;840
AT1G15950.5,331;334;445;451;616,154;409;421;523;593;604;628;740;802;823;872;895,127;314;322;347;353;405;464;503;613;625;669;745;870,350;367;406;422;442;452;609;681;796;832;840
AT1G15950.4,331;334;445;451;616,154;409;421;523;593;604;628;740;802;823;872;895,127;314;322;347;353;405;464;503;613;625;669;745;870;954,350;367;406;422;442;452;609;681;796;832;840;957
AT1G15950.3,331;334;445;451;616,154;409;421;523;593;604;628;740;802;823;872;895;932;998;1061;1118,127;314;322;347;353;405;464;503;613;625;669;745;870;938;992,350;367;406;422;442;452;609;681;796;832;840;1127
AT1G15950.2,331;334;445;451;616,154;409;421;523;593;604;628;740;802;823;872;895;932;998;1063,127;314;322;347;353;405;464;503;613;625;669;745;870;938;992;1222,350;367;406;422;442;452;609;681;796;832;840;1072
AT1G15950.7,389;493;499;664,27;457;469;571;641;652;676;788;850;871;920;943;980;1046;1109;1166,57;95;301;453;512;551;661;673;717;793;918;986;1040,454;470;490;500;657;729;844;880;888;1175
AT1G15960.1,146;1034;1044;1047;1063;1275;2075;2108;2284;2978,345;375;995;1066;1828;1848;2173;2178;2184;2449;3022;3087,482;489;871;1141;1168;1236;1308;1508;1686;1716;1792;1887;1945;1993;2063;2136;2185;2319;2336;2601;2770;2986;3092,383;416;463;1169;1230;1344;1349;1359;1803;2545;2614
AT1G15970.1,984;1663,723;1532;1579;1607,132;145;163;297;514;681;716;736;947;952;1014;1081;1213;1308;1526;1639;1701,463;491;632;735;747;820;832;1259;1309;1584
AT1G15970.2,606;1285,345;1154;1201;1229,121;134;152;303;338;358;569;574;636;703;835;930;1148;1261;1323,254;357;369;442;454;881;931;1206
AT1G15980.1,675;783;1068;1074;1119;1173,332;544;822;829;864;870;1044;1690,78;153;349;403;704;793;990;1298;1305;1545;1683;1684,56;174;358;373;391;445;592;737;1047;1062;1326;1365;1421;1476;1523;1641
AT1G15990.1,838;859;865;1037;1239;1299;1709;1810;1829;1996;2211,101;304;464;550;757;844;945;1024;1141;1154;1864;1882;2058;2124;2225;2311,204;733;919;1242;1294;1710;1745;1825;1990;2022,98;157;203;1233;1364;1676;1781;1804;1905;1980;2213;2407
AT1G16000.1,94,87;163;252,88,157;216;247
AT1G16010.2,551;863;866;1182;1386,300;668;709;720;898;1029;1082;1102;1106;1358;1368,317;557;562;635;827;1008;1139;1347;1355;1596;1684;1701,389;489;494;607;710;740;824;1403;1422;1523;1591;1603;1640
AT1G16010.1,462;774;777;1093;1297,211;579;620;631;809;940;993;1013;1017;1269;1279,228;468;473;546;738;919;1050;1258;1266;1507;1595;1612,300;400;405;518;621;651;735;1314;1333;1434;1502;1514;1551
AT1G16010.3,449;761;764;1080;1284,214;566;607;618;796;927;980;1000;1004;1256;1266,231;455;460;533;725;906;1037;1245;1253;1494;1582;1599,387;392;505;608;638;722;1301;1320;1421;1489;1501;1538
AT1G16020.1,530;564;750;920;1564;1807;1837,121;375;446;518;567;615;663;669;701;779;948;1002;1009;1166;1213;1736;1824;1840;1897;2075;2136,45;1167;1203;1268;1290;1342;1345;1376;1902,18;104;128;385;514;520;558;771;1331;1338;1665;1747;1814;1915;2044
AT1G16020.2,504;538;724;855;1499;1742;1772,95;349;420;492;541;589;637;643;675;753;883;937;944;1101;1148;1671;1759;1775;1832;2010;2071,19;1102;1138;1203;1225;1277;1280;1311;1837,78;102;359;488;494;532;745;1266;1273;1600;1682;1749;1850;1979
AT1G16020.4,129;773;1016;1046,157;211;218;375;422;945;1033;1049;1106;1284;1345,376;412;477;499;551;554;585;1111,540;547;874;956;1023;1124;1253
AT1G16020.3,256;900;1143;1173,197;284;338;345;502;549;1072;1160;1176;1233;1411;1472,503;539;604;626;678;681;712;1238,667;674;1001;1083;1150;1251;1380
AT1G16022.1,213,8;185;199;228,267;274,69;168;229;268;442
AT1G16025.1,322,8;190,200,37;323
AT1G16030.1,379;717;1011;1342;1500;1613;1693;1804;1942,214;363;506;616;698;700;787;793;1033;1354;1441;1837;1984;2183,251;312;360;374;376;394;486;688;706;794;892;952;985;1018;1057;1088;1123;1211;1243;1246;1431;1535;1567;1573;1607;1782;1815;1967;1980;2116;2190,368;507;508;509;610;661;684;691;701;824;1388;1451;1574;2074;2108;2119;2153;2475
AT1G16040.3,150;207;710;790;812,49;406;456;581;675;751;1093;1169;1278;1294,29;651;680;694;719;741;764;806;1146;1183;1187;1258,399;422;471;564;1164;1192
AT1G16040.1,150;207;710;903;925,49;406;456;581;675;751;846;1206;1282;1391;1407,29;651;680;694;719;741;764;919;1259;1296;1300;1371,399;422;471;564;843;1277;1305
AT1G16040.4,150;207;596;789;811,49;406;467;561;637;732;1092;1168;1277;1293,29;537;566;580;605;627;650;805;1145;1182;1186;1257,399;422;450;729;1163;1191
AT1G16040.2,150;207;667;860;882,49;413;538;632;708;803;1163;1239;1348;1364,29;608;637;651;676;698;721;876;1216;1253;1257;1328,428;521;800;1234;1262
AT1G16060.1,539;741;934;1100;1211,69;301;435;445;601;1200,75;112;336;455;546;557;798;883;935;1053,70;465;584;776;821;1117;1155;1208
AT1G16060.3,762;964;1157;1323;1434,62;294;428;438;732;824;1423,68;105;329;448;769;780;1021;1106;1158;1276,63;458;516;720;807;999;1044;1340;1378;1431
AT1G16060.4,537;964;1157;1323;1434,69;203;213;507;599;1423,104;223;544;555;1021;1106;1158;1276,233;291;495;582;999;1044;1340;1378;1431
AT1G16060.2,96;298;491;657;768,54;158;757,103;114;355;440;492;610,141;333;378;674;712;765
AT1G16060.5,301;503;696;862;973,49;363;962,293;295;308;319;560;645;697;815,346;538;583;879;917;970
AT1G16060.6,159;352;518;629,618,216;301;353;471,194;239;535;573;626
AT1G16060.7,263;429;540,80;529,72;127;212;264;382,76;105;150;446;484;537
AT1G16070.1,626;702;751;818;1264;1832;1983,51;206;912;998;1005;1102;1718;1850;2042;2086;2166;2422;2517;2789,20;258;708;745;878;1066;1171;1191;1207;1335;1411;1554;1776;1837;2044;2045;2064;2385,313;314;341;527;759;760;875;1036;1221;1223;1256;1361;1777;1821;1827;1853;1901;1997;2001;2005
AT1G16070.3,579;655;704;771;1386,159;865;951;958;1145;1371,211;661;698;831;1019;1214;1234;1250;1457;1533,266;267;294;480;712;713;828;989;1264;1266;1378;1483
AT1G16070.2,614;690;739;806;1331,39;194;900;986;993;1090;1316,8;246;696;733;866;1054;1159;1179;1195;1402;1478,301;302;329;515;747;748;863;1024;1209;1211;1323;1428
AT1G16080.1,54;318;335;357;528;1004;1018,101;137;257;409;514;653;791;801,236;263;515;560;585;687;803;880;1010;1051,266;327;386;580;696;776;867;869
AT1G16090.1,298;800;809;1115,120;375;489;511;531;582;611;785;980;1006;1050,6;333;362;374;381;399;423;474;668;748;875;986;1035;1080,276;416;525;606;718;740;752;803
AT1G16110.1,761;1480;1517;1566;1784,333;357;582;647;915;1362;1474;1790;1953;2085;2103;2178;2228;2316,108;402;931;1089;1119;1169;1287;1319;1489;1748;1949;1972;2044;2209;2255,248;398;675;705;741;756;995;997;1101;1122;1147;1467;1973;2010;2025;2146;2225
